prompt,title,essay,c1,c2,c3,c4,c5,score
50,Belicismo científico,"['No famoso Anime ""Naruto"", o personagem antagonista Orochimaru, a partir de seus numerosos experimentos científicos, consegue desenvolver uma técnica que lhe permite tornar-se imortal, e que, posteriormente, lhe ajuda a restaurar seus braços, antes necrosados . De maneira análoga à animação japonesa, destaca-se a importância da ciência como algo imprescindível na manutenção da vida humana , sendo oportuno analisar as intempéries que se opoem ao seu desenvolvimento pleno , no âmbito social brasileiro.', 'De acordo com o escritor britânico, Oscar Wilde,  ""a insatisfação é o primeiro passo para o progresso de um homem ou de uma nação"". Evidenciando o supracitado, salienta-se o desempenho fundamental dos profissionais da área da saúde no século XX, que criaram uma forma de combater a pandemia de gripe espanhola coletando  o plasma contendo anticorpos de indivíduos que haviam adquirido imunidade contra a doença, e injetando-o no organismo de pacientes que haviam contraído o vírus . Entretanto, nos últimos anos, cientistas e pesquisadores têm enfrentado dificuldades devido à falta de investimento em pesquisa , que impede que sejam feitos avanços significativos no aprimoramento de tratamentos e na descorberta da cura de doenças como o câncer.', 'Adicionalmente, há fatores que obstaculizam a resolução do impasse. Os recentes contingenciamentos de verbas destinadas à pesquisa científica , realizados pelo Governo Federal, têm contribuído para que pesquisadores trabalhem de forma limitada e, muitas vezes, improdutiva . Ademais, tais reduções de recursos mostram-se ainda mais graves em face do atual cenário de pandemia vivido pela comunidade internacional, inclusive pelo Brasil, que requer ações complementares às medidas preventivas já tomadas, de incentivo à higiene pessoal e isolamento social.', 'É urgente, portanto, o emprego de medidas que atenuem o problema. Cabe ao Executivo destinar valores excedentes de outros setores da sociedade ao campo científico , priorizando-o acima de outros campos menos essenciais , possibilando a produção de uma vacina contra o novo coronavírus em caráter emergencial . Complementarmente, as autoridades de saúde locais, mediante a imprensa, devem continuar mantendo a sociedade informada sobre a forma correta de higienizar as mãos, bem como outras ações de proteção . Dessa forma, fazer-se-á com que se atravesse tal epidemia global com uma menor taxa de mortalidade, e que o Brasil se torne referência em produção científica, pois, consoante ao pensamento do roteirista Charles Chaplin,  ""a persistência é o caminho do êxito.""']",160,160,160,160,120,760
45,JXP-Combate aos superiores,"['Na telenovela “Cúmplices de Um Resgate”, o personagem “Tomas” se aproveita do importante cargo na empresa em que trabalha para obter um melhor estilo de vida, mas para isso, menospreza o ofício do resto dos funcionários. Em semelhança com os acontecimentos atuais, o abuso de autoridade no Brasil torna-se evidente, onde políticos e pessoas da alta sociedade têm se apropriado de suas posições para garantir recursos, aumentando não só a corrupção, mas também a desigualdade social.', 'Em primeiro lugar, o corrompimento da direção federal é uma das principais consequências do abuso de autoridade. Segundo o Índice de Percepção de Corrupção (IPC), o Brasil está entre os 100 países mais corruptos do globo terrestre , a causa disso consiste em que a maioria dos estadistas se atentam apenas em obter benefícios por meio de seus cargos, esquecendo da população e somando lucros com o capital público, ou seja, encaminhando-se contra a prosperidade do país.', 'Ademais, outra complicação do abuso de poder é a desigualdade social, onde pessoas já ricas ficam mais abastadas (por causa do seu emprego), e indivíduos pobres se dispõem crescentemente de menos dinheiro . Conforme dados do Coeficiente de Gini, o Brasil é considerado o décimo país mais desigual do mundo, devido a concentração da riqueza nacional apenas na parte desenvolvida da nação, deixando de lado milhões de brasileiros que vivem na miséria, na fome e na pobreza.', 'Diante do exposto, medidas são necessárias para combater o empasse. O Poder Legislativo deve promover ações contra o abuso de autoridade, por meio de novas leis que devem extinguir esse problema. Isso será feito, por exemplo, pela proteção dos direitos de cada cidadão e prendendo pessoas que cometem esse crime. Essa intervenção tem a finalidade de defender os indivíduos prejudicados, e delatar todos que se envolvem nessa infração. Executando as precauções ditas, o Brasil será um estado menos corrupto e mais igualitário.']",160,120,120,200,160,760
74,Sem título,"['Desde o iluminismo, sabe-se que o bem estar social é alcançado quando um se mobiliza com o problema do outro. Quando se trata de feminicídio e violência contra a mulher, no Brasil, hodiernamente, o ideal iluminista não é praticado. Entende-se que a mulher sofre tais violência por causa de problemas governamentais e educacionais na sociedade.', 'A priori, é indubitável que a questão da constituição e a sua aplicação estejam entre as causas do problema . Para o filósofo grego Platão, a política deve ser aplicada de maneira que, através da justiça, seja alcançado o equilíbrio social. Assim sendo, é notório que o governo está sendo falho, haja vista que mulheres são brutalmente violentadas diariamente no país.', 'Outrossim, destaca-se a má educação como impulsionador do problema . Tal fato se reflete em uma sociedade patriarcal e machista. Para o filósofo Kant, o homem é aquilo que a educação faz dele . Diante disso, é perceptível uma falha educacional na sociedade, uma vez que o cenário social demonstra violência hedionda para com as mulheres. Prova disso, é o fato de que entre 1980 e 2013, segundo a Organização Mundial da Saúde, 106.093 pessoas foram mortas por sua condição de ser mulher.', 'Portanto, fica evidente que há necessidade de ações sinérgicas entre o governo e a escola. A princípio, o Ministério da Defesa deve instalar mais delegacias da mulher, essas devem investigar veemente os casos de abuso e punir severamente os criminosos, a fim de que a segurança da mulher melhore. Para o pedagogo Paulo Freire, a educação transforma as pessoas, e essas mudam o mundo. Logo, o Ministério da Educação deve fornecer palestras nas escolas ministradas por profissionais da segurança que discutam o combate ao feminicídio, para que a sociedade se renove e saia da realidade das sombras, assim como na alegoria da caverna de Platão.']",160,120,160,160,160,760
43,.......,"['Na obra ""humilhado"" de Jon Ronson, é retratado um futuro distópico em que a sociedade controla e manipula toda a forma de ação nas redes sociais, a fim de moldar a opinião pública e criar um padrão social. Nesse sentido, a narrativa foca na hipocrisia presente na sociedade, uma vez que a mesma julga as ações alheias por meio da internet. Fora da ficção, é fato que a realidade apresentada por Ronson, pode ser relacionada ao mundo do século XXI: onde qualquer falha, pode vir a destruir por completo a vida de um cidadão.', 'Em primeiro lugar, vale ressaltar que, em função dos ""padrões"" sociais impostos pela sociedade, internautas estão cada vez mais expostos ao julgamento alheio sofrido de forma constante.', 'Em segundo lugar, vale salientar que, de acordo com o filósofo Michel Foucault ""o poder não está em um só lugar ou em uma pessoa"", mas sim está na rede composta de saberes e discursos . Assim, os usuários são analisados pelo ""sistema"" e julgados por seus atos.', 'Depreende-se, portanto, que uma medida seja tomada para mitigar esse impasse. Para tanto, compete ao ministério da educação  nidos das instituições educacionais,  por meio de palestras, alertar sobre as consequências de incentivar a cultura do cancelamento, pois assim,  será possível minimizar os efeitos gerados por esse maléfico. Posto isso, a obra de Jon Ronson se tornará apenas uma ficção.']",160,120,120,200,160,760
47,Dificuldades ao acesso à internet e formação docente,"['Nas diferentes formas de modalidades da educação, o ensino à distância ganha espaço em relação a cursos e universidades, sendo assim, uma forma de facilitar a continuação dos estudos para alunos que têm dificuldades em frequentar uma sala de aula. Entretanto, na educação à distância, o aluno tem a necessidade de ter acesso a uma internet de qualidade para cumprimento de todas as aulas, sendo este um desafio vivenciado pela maioria dos estudantes do Brasil. Além deste desafio, há outro que é a preparação docente, pois poucos professores são capacitados para esta modalidade.', 'A grande quantidade de alunos sem acesso à internet e a falta de preparo dos profissionais da educação, mostra o quanto a modalidade EAD  brasileira carece de melhorias. Uma destas melhorias está relacionada a preparação do corpo docente das instituições de ensino, no quesito de obtenção de conhecimento e pesquisa referentes aos avanços da tecnologia, sendo o conhecimento um aliado ao professor e consequentemente ao aluno para geração de resultados positivos no ensino à distância.', 'Os avanços tecnológicos trazem diversos benefícios para a sociedade, porém nem toda a população tem acesso, ou qualidade de acesso a esses avanços. A falta de acessibilidade e qualidade de internet, interfere no modo de estudar do aluno, sendo assim , muitos não concluem o curso ou são prejudicados com atrasos de matérias. Devendo deste modo, ser levado em consideração no ensino EAD, a dificuldade de acesso dos alunos, o que demonstrando o quanto a desigualdade socioeconômica é um desafio para esta modalidade no Brasil.', 'Para atingir resultados positivos em educação à distância no Brasil, o Governo  junto s instituições educacionais, devem incentivar a formação docente, através de cursos de capacitação e aprimoramento em tecnologia, informação e comunicação, ofertados pela plataforma do Ministério da Educação. Além disso, o Governo  junto s prefeituras e secretários de tecnologia e informação de cada cidade, devem trabalhar na criação de planos para melhoria de pontos de acesso de internet em bairros carentes. Desta forma, professores e alunos não estarão imunes, mas preparados para lidarem com os desafios do ensino à distância.']",160,160,160,120,160,760
81,,"['De acordo com a Constituição da República Federativa do Brasil  o Estado é laico, ou seja, não possui religião oficial. Porém, o que se vê no Supremo Tribunal Federal é uma Cruz, simbolizando  o Cristianismo. Levando-se em conta esse fato inadmissível e discriminatório para com outras religiões, que  medidas devem ser tomadas para o combate da intolerância religiosa no Brasil?', 'Vários casos noticiados pela mídia ilustram a persistência da discriminação religiosa não apenas a nível brasileiro  e sim a nível mundial. Para exemplificar, a publicação(2015) de uma charge de cunho preconceituoso para com a religião Islâmica rendeu ao jornal francês Charlie Hebdo a morte de dezenas de funcionários, em um ataque terrorista reinvindicado  pelo grupo extremista Estado Islâmico. Nesse caso, a liberdade de expressão/escolha  feriu e muito as práticas religiosas do grupo em questão.', 'Para Theodor Adorno, em sua obra intitulada "" Dialética do Esclarecimento"", a liberdade de escolha está estritamente relacionada a  coerção econômica, ou seja, é um legado social que é transmitido de geração em geração e que molda como o indivíduo age na sociedade. Vinculando esse pensamento ao modo com o qual a Jurisdição Brasileira,em especial,como os cargos de alto nível lidam com isso, é nítida a presença de uma Cruz no STF, pois desde tempos medievais o Cristianismo figurava-se como religião da côrte  (leia-se hoje a elite brasileira).', 'Em virtude do exposto, mudanças significativas devem ser tomadas na sociedade brasileira para acabar, ou pelo menos diminuir, com a intolerância religiosa no Brasil, começando pelo extermínio da ausência de laicidade do Estado, defendida em nossa Constituição. Além disso, o cuidado que todos os cidadãos devem ter ao assumir,como diria Adorno, uma liberdade de escolha que possa ferir ou mesmo perturbar as práticas de culto de religiões diferentes daquelas com a qual  cada um recebe como legado social.']",160,160,160,120,160,760
46,sou1000IR,"['De acordo com o Sistema Nacional de Informações sobre Saneamento, cerca de 54% do esgoto produzido no Brasil não passa por tratamento. Similarmente a esse contexto, salienta-se a privatização do saneamento básico como um grave problema social, pois afeta negativamente o bem-estar da população. Logo, pode-se apontar o aspecto como responsável por impasses nos setores de sáude pública e ambiental.', 'A priori, destaca-se a opção privada na gestão de sistemas de saneamento como um dos principais vilões quando fala-se em saúde pública. Por conseguinte, o manejo incorreto do esgoto contribui muito para a propagação de doenças, uma vez que favorece o desenvolvimento de micro-organismos que vivem em ambientes insalubres. Fato que pode ser ilustrado por enfermidades como a Cólera, a qual pode ser causada pela ingestão de água contaminada e já foi responsável por uma epidemia ocorrida no nordeste brasileiro por volta de 1990 e 2000 que matou milhares de pessoas. Assim, se não houvesse a privatização do saneamento básico seria possível oferecer melhores condições de saúde às pessoas.', 'Ademais, têm-se os impactos causados ao meio ambiente pela elitização do saneamento. Tal aspecto indica que a ausência de esgotamento sanitário adequado afeta diretamente a natureza, já que o descarte irregular desses resíduos polui as águas, o solo e a atmosfera, provocando um grande desequilíbrio em todos os ecossistemas do planeta. Sob esse viés, conforme disse o filantropo Francisco Cândido Chavier, ""ambiente limpo não é o que mais se limpa e sim o que menos se suja"".Portanto, é preciso desconstruir o setor privado de saneamento básico para auxiliar na preservação ambiental , senão,  a poluição continuará dizimando os recursos naturais.', 'Destarte, urge que o vigente cenário exclusivista tratando-se de saneamento básico seja democratizado. Nessa perspectiva, companhias de saneamento, como a COPASA, unidade responsável pela maior parte do estado de Minas Gerais, junto à prefeituras devem proporcionar bons serviços sanitários a todos, por meio da coleta e tratamento do esgoto e da fiscalização para garantir que o dejeto não seja descartado na natureza. Tudo isso com o fito de zelar pela saúde de todos e do meio ambiente.']",160,160,120,160,160,760
47,Isso que é EAD?,"['Segundo o filósofo Immanuel Kant, o ser humano é aquilo que a educação faz dele . Nesse sentido, no momento vigente da sociedade, com a pandemia do corona vírus, notou-se a necessidade do isolamento social, portanto as aulas presenciais tornaram-se em ensinos remotos. No entanto, um planejamento feito às pressas pela maioria das escolas transformou a educação presencial em aulas virtuais precárias, uma vez comprovado pela necessidade do adiamento do Enem solicitado pelos próprios discentes.', 'Em primeiro lugar, com a pandemia persistindo na realidade foi necessário criação de um sistema remoto emergencial nas escolas, no qual foi realizado sem planejamento e, também, sem tecnologia necessária. Além disso, é importante ressaltar que a diferença do EAD para o ensino atual é, justamente, as preparações, no primeiro existe um plano, na qual consta apoio dos tutores, recursos midiáticos e atividades realizadas virtualmente e na realidade, o que não acontece no segundo caso. Entretanto, como a educação é à distância, o aluno também deve fazer sua participação, por exemplo, com a realização das atividades ou esclarecendo suas dúvidas.', 'Em segundo lugar, de acordo com o poeta Karl Kraus, a educação é aquilo que a maioria das pessoas recebe, outras transmitem e outras possuem . Sendo assim, nota-se uma preocupação dos alunos, principalmente os discentes das escolas públicas, os quais não possuem aula por falta da tecnologia disponível pelo governo, em conseguirem realizar seus estudos sem quaisquer problemas na aprendizagem. Dessa forma, os estudantes pediram o adiamento do Enem, com a alegação de terem mais tempo para se preparar.', 'Portanto, medidas são necessárias para resolver este impasse. Cabe ao Ministério da Educação , juntamente com o Ministério da Saúde, a criação de um projeto de lei que deve ser entregue à Câmara dos Deputados. Tal projeto consiste na criação de um plano emergencial de estudos para as escolas públicas e particulares, portanto, o corpo educacional que não possuir condições da realização das aulas remotas receberá do governo, por meio da arrecadação do dinheiro público, através dos impostos já pagos pela população, a tecnologia necessária para a realização das aulas, como computadores, livros de estudos virtuais, entre outros, além disso, os alunos, voluntariamente, deverão realizar simulados, na qual será criado pela própria instituição, para constatar o nível de ensino. Dessa forma, será possível a existência de um sistema remoto mais qualificado aos estudantes.']",160,160,120,160,160,760
59,A alta renda da fome,"['O livro modernista ""Vidas Secas"" de Graciliano Ramos conta a história de uma família nordestina que enfrenta a fome, a seca e as condições miseráveis no cotidiano do sertão. Não muito distante da realidade, a sociedade brasileira ainda sofre com o pouco acesso à comida devido ao aumento de preços no comércio e na baixa renda mensal, produzidos pela desigualdade social e econômica da população do país.', 'Primeiramente, é importante ressaltar o aumento da inflação dos alimentos que servem como base na alimentação brasileira. O feijão, arroz e a carne, segundo dados do IBGE , sofrem com variações percentuais mensais que influenciam na compra e na escolha dos produtos. Com isso, pessoas em situações de pobreza não possuem condições para a obtenção de comida, sua massa corporal diminui assim como a energia necessária para realizar atividades do dia-a-dia .', 'Outro desafio perceptível envolve a desigualdade de renda e as dificuldades com o desemprego. Na narrativa ""Morte e Vida Severina"", o personagem Severino, em busca de melhores condições de vida, procura emprego no litoral do nordeste, denunciando a falta de oportunidades de trabalho e, consequentemente, de remuneração necessária para a qualidade de vida. Sendo assim, a pessoa não consegue comprar o essencial para sobrevivência humana, como por exemplo, os alimentos de refeições diárias.', 'Portanto, para ampliar o acesso à comida, reduzindo os preços dos alimentos e aumentando a renda mensal de pessoas que não possuem condições, é necessário que o Ministério da Cidadania providencie, além de programas sociais que visam o arrecadamento de comida pela comunidade à população pobre e necessitada, maiores oportunidades de pleno emprego aos menos favorecidos. Ademais, o Ministério da Economia deve investir em indústrias menores para garantir uma maior estabilidade. Dessa forma, o país amenizará as causas do problema antes de lidar com as consequências da fome.']",160,160,160,160,120,760
76,Um ideal de equidade,"['A equidade de gênero é um fator que muito se tem discutido na atualidade. Embora esse direito seja assegurado pela Constituição Federal, o Brasil é um dos países com maior desigualdade entre os gêneros, sendo um desafio combater essa problemática. Isso ocorre, sobretudo, devido às raízes históricas do patriarcalismo e em virtude de uma lacuna de políticas públicas contra esse grupo social.', 'É importante destacar, de início, que na Antiguidade Clássica a mulher era vista como um ser inferior e sem equilíbrio, como mostra o mito do deus Dionísio. Hoje, mesmo a realidade sendo outra , percebe-se, ainda, um preconceito com raízes amargas de uma cultura machista e patriarcal permeada ao longo dos séculos. Nesse contexto, nascem os movimentos feministas - baseados nos ideais iluministas - visando a igualdade de direitos e a valorização da figura feminina.', 'Outrossim, destaca-se também a ausência de políticas públicas efetivas de combate ao preconceito de gênero, sobretudo no mercado de trabalho. Embora, nas últimas décadas, as mulheres brasileiras tenham conquistado papel fundamental no âmbito trabalhista, aumentado o nível de escolaridade e ampliado sua representação política, ainda há um longo caminho a percorrer quando se trata da equivalência de direitos em relação aos homens. Um exemplo disso é a desigualdade salarial que acomete o público feminino, chegando a ganhar 30% a menos no desempenho de uma mesma função trabalhista.', 'É evidente, portanto, que apesar dos avanços conquistados, a equidade de gênero é um desafio a ser atingido na sociedade brasileira. Para tanto, a educação é fator primordial no combate à desigualdade. Desse modo, as escolas devem promover o senso crítico, através de aulas de sociologia, para que dessa maneira a igualdade de gênero seja enraizada desde a primeira infância. Em contrapartida, o poder Legislativo deve criar leis que legalizam a igualdade salarial entre homens e mulheres para que os direitos femininos sejam garantidos em sua totalidade. Além disso, a mídia, por meio de ficção engajada, deve auxiliar o público feminino no seu empoderamento de modo que o preconceito de gênero seja combatido no atual contexto social. Assim, alcançar-se-á uma sociedade igualitária e harmônica para ambos os gêneros.']",160,160,120,160,160,760
84,O Direito de defesa deve ser preservado,"['O recente massacre ocorrido em Orlando nos EUA, que deixou 49 mortos e cerca de 50 feridos em uma boate gay, fez ressurgir o debate sobre a posse de armas pela população civil. No Brasil, há mais de uma década está em vigor o Estatuto do Desarmamento, que restringe a posse e o porte de armas de fogo. No entanto, o Projeto de Lei 3722/12 pretende mudar esse cenário. Muitos especialistas concordam com a proposta, já outros a veem como um escândalo.', 'O Estatuto do Controle de armas, como é mais conhecido o PL 3722/12, diminui de 25 para 21 anos a idade mínima para comprar armas de fogo. Além disso, concede a qualquer cidadão, que cumpra alguns pré-requisitos, o direito de posse e porte das mesmas, ainda que respondam a inquérito policial ou processo criminal. Tal Projeto segue agora para análise do Plenário da Câmara dos Deputados.', 'A incapacidade do Estado de proteger os cidadãos e o direito à autodefesa têm motivado muitos a apoiarem essa proposta de lei. O fato de um grande número de pessoas possuírem armas nem sempre proporciona altas taxas de mortes. A África do Sul, onde existem 13 armas de fogo para cada 100 habitantes, apresenta um dos maiores índices de mortes a tiros do mundo.', 'Portanto, o direito de defesa de cada ser humano deve ser preservado. Todavia, para um país vencer a criminalidade é preciso investir em educação. Formar cidadãos conscientes e honestos seria uma maneira de neutralizar os homicídios. Ao passo que permitir às pessoas que se defendam é algo aceitável, pois o policiamento não se encontra em todos os lugares e momentos. Tornar mais rígidos os pré-requisitos para se ter uma arma de fogo é uma medida necessária. Porém, a verdadeira harmonia entre as pessoas será alcançada através do respeito e do diálogo.']",160,160,120,160,160,760
43,A Prática do cancelamento,"['Para o ecritor Buckminster Fuller  ""A humanidade está adquirindo toda a tecnologia certa por todas as razões erradas"".Logo que essa expressão se encaixa bem na atualidade,como a cultura do cancelamento,uma vez que as pessoas são menosprezadas, pelas redes sociais por cometerem algo errado ou por pensarem diferente. Nesse contexto encontra-se a má influência midiática e os transtornos psicológicos.', 'A princípio,a internet está cada vez mais agressiva, onde o ódio está dominando um instrumento que era pra ser de descontração. De certo que por uma influência midiática,as pessoas estão se tornando escravas das redes,isto é,tudo tem que ser igual,como a forma de pensar e agir,um padrão imposto pela mídia,e que todos devem seguir.', 'Ademais,o cancelamento das redes, afeta as pessoas causando danos como doenças psicológicas,em virtude de ser julgada e linchada virtualmente,a pessoa pode carregar traumas,que acarreta a depressão .De certo que cancelar não é o melhor caminho para a mudança,essa atitude pode resultar em problemas maiores,temos que praticar a empatia,como dizia o pensador Confúcio  ""Não corrigir nossas falhas é o mesmo que cometer novos erros"".', 'Torna-se,evidente,portanto,para que a cultura do cancelamento seja banida,o Ministério da Tecnologia(MCTIC) ,junto com as redes sociais Twitter e Instagram, deve por meio de discussões,campanhas e relatos,criar vídeos e anúncios,que conscientizem as pessoas usuárias da internet,com a finalidade de que o cancelamento não é o melhor formato de punir alguém. Bem como, para a resolução da outra problemática, devem ser usados os mesmos mecanismos,com a finalidade de que todos possam desfrutar da melhor forma possível a internet']",160,120,120,200,160,760
48,Importância do SUS dentro da qualidade de vida brasileira,"['A Constituição Federal de 1988 aborda, no seu artigo 196, que a saúde é direito de todos e dever do Estado, que deve garantir acesso universal e igualitário a todos. Hodiernamente , é perceptível a escassez de recursos no que tange ao setor brasileiro de saúde. Conquanto, a presença de tal problemática na sociedade é decorrente da falta de investimentos no departamento citado anteriormente.', 'É pertinente elencar que o Sistema Único de Saúde possui extrema importância para os brasileiros. De acordo com o programa governamental Mais Saúde, 70% da população depende unicamente do SUS, isto é, não possui outro acesso à saúde a não ser aquele oferecido pelo Estado . Dado o exposto, é notório que a maior parcela dos cidadãos usufrui do serviço público de saúde. Dessa forma, é inegável a necessidade de recursos suficientes e de qualidade para atender todo esse contingente.', 'Outrossim, é relevante citar a distribuição discrepante de médicos nas redes privadas e públicas. Consoante o site do Bem Estar, o Brasil possui mais médicos atuando no campo privado do que no público, mesmo que apenas 30% utilize planos de saúde pagos. Devido as más condições de serviço e pouca perspectiva social oferecida pelo Governo, cria-se um cenário de tamanha injustiça, onde a minoria sai beneficiada. Desse modo, é fundamental que o Estado disponibilize meios que transfigure tal situação.', 'Urge, pois, a inevitabilidade de medidas para mitigar tal situação. Cabe ao Ministério de Saúde implantar instrumentos necessários, como criação de novos leitos, UTI e CTI , e valorizar o trabalho dos médicos, por intermédio de investimentos na repartição de saúde e reavaliação dos salários em uma quantia que seja adequada ao serviço prestado , com o fito de garantir a qualidade do serviço público. Dessa maneira, os direito constitucionais estarão efetivados.']",160,160,120,160,160,760
48,O acesso a saúde pública no contexto brasileiro,"['A Constituição Federal de 1988 preconiza a saúde como um direito social, ao qual todo cidadão deve ter acesso. No entanto, esse direito nem sempre é efetivado, devido a precariedade evidenciada no Sistema Único de Saúde (SUS) condicionada, especialmente por fatores de ordem estrutural e de gestão.', 'No aspecto da estrutura, observa-se que o SUS tem encontrado grandes dificuldades em efetivar a sua universalidade, pois em regiões mais remotas verifica-se a ausência de profissionais, que em grande parte preferem atuar em áreas mais urbanas, com o objetivo de buscar melhores oportunidades de trabalho . Diante desse contexto, o poder público procurou recrutar profissionais estrangeiros para trabalharem nesses locais longínquos, mas tal iniciativa encontra-se interrompida atualmente.', 'Quanto a gestão dos vários níveis de abrangência do SUS, nota-se um grande gargalo nos serviços de emergência e no atendimento eletivo de especialidades, no qual a espera por uma consulta sucumbe no tempo. Esse atraso pode está associado a organização dos níveis de complexidade dos atendimentos, pois aqueles de maior gravidade tendem a regionalizar-se em áreas mais desenvolvidas, com melhor aparato tecnológico, enquanto os de menos riscos são tratados em níveis locais . Sob tal ótica, a propósito do que afirma os estudiosos, a organização desses níveis deve ser direcionada para a atenção primária, como forma de evitar o surgimento de comorbidades mais complexas pelos pacientes e, assim, diminuir a demanda por serviços de alta complexidade.', 'Nesse cenário, é plausível que o acesso saúde pública seja garantido por meio de ação coordenada entre o Ministério da Saúde e o Ministério da Educação com o objetivo de possibilitar a formação de médicos, principalmente nas regiões mais periféricas, bem como o incentivo de melhores condições de trabalho. Paralelamente, é necessário a criação de um programa que priorize a prevenção de doenças, por meio de um trabalho conjunto entre os centros de atenção a saúde e os centros de assistência social, como forma de atender as especificidades das populações de cada área.']",160,160,120,160,160,760
84,"“Segurança pública, dever do Estado, direito e responsabilidade de todos. ”","['No Brasil, o acesso a armas por civis foi restringido pelo estatuto do desarmamento, em vigor desde 2003. Contudo, grupos contrários têm ganhado força, pretendendo revogar parte do estatuto com o PL 3722/2012 já em tramitação, haja vista que o cidadão de bem tem direito à segurança e  que o Estado proporciona a ele somente no papel.', 'Financiado pelas indústrias armamentistas, o PL 3722/12 pode ter êxito, pois o estatuto referido desarmou a população e a deixou refém dos criminosos, os quais são os maiores beneficiados pelo regulamento.', 'O acesso a armas, além de proteção contra infratores, também é uma maneira do cidadão de bem defender-se do Estado repressor, assim pensam alguns idealistas norte-americanos.', 'O cidadão de bem, portanto, deve ter acesso a armas para garantir seu direito à segurança. Para isso, deve-se legislar uma regulamentação adequada, com critérios para o acesso, capacitação, responsabilidades, fiscalização e controle pela polícia federal. Cumprindo, assim, o texto constitucional: “segurança pública, dever do Estado, direito e responsabilidade de todos”.']",160,160,120,160,160,760
62,Ódio nas redes,"['A internet, em seu primórdio, surgiu como uma ferramenta para auxiliar os seres humanos; com ampla disponibilidade de informação e poder de conexão entre pessoas . Porém, o que serviria para unir, agora apresenta-se como palco para constrangimento e ofensas. Os discursos de ódio nas redes sociais causam consequências invisíveis à rede, mas profundas e às vezes irreparáveis ao indivíduo.', 'Os usuários de redes sociais têm a capacidade de expressar todas as suas opiniões e emoções nas redes sociais  sem estar cara-a-cara com a pessoa/grupo para quem essa opinião é direcionada. Isso faz com que a pessoa que agride alguém nas redes sociais não sinta culpa ao fazê-lo, afinal, quando se trata da internet, não se vê o resultado de uma ofensa.', 'Inserido na pós-modernidade, em que tudo é veloz, passageiro e que as tendências mudam do dia para a noite, o indivíduo sente necessidade de se identificar com algo e de se inserir em algum grupo, e a maneira mais fácil de conseguir é através das redes sociais. É possível citar como exemplo páginas do Facebook, criadas unicamente para unir pessoas cujo objetivo é incitar o ódio a respeito de algum grupo (referente à ideologia de gênero, raça, religião). Mesmo o discurso de ódio nas redes sociais podendo gerar inclusive problemas judiciais para quem os escreve, estes o fazem com a certeza da impunidade, não há medo algum em seus comentários e postagens.', 'Observa-se que,  além de a internet ser um ambiente propício para pessoas dizerem o que pensam sem nenhum receio da reação, ela também se torna a área onde as pessoas se sentem seguras para ofender as outras sem que nada aconteça, e ainda que isso esteja mudando (as próprias redes sociais sendo mais severas com comentários agressivos, ou pessoas se mobilizando para denunciar e banir aqueles que denigrem a imagem de outros) ainda é vívido dentro do universo da internet. Portanto o correto seria aumentar e deixar ainda mais rigorosa a fiscalização dentro das redes sociais, e acima de tudo incentivar a revisão dos próprios valores morais dos usuários, que cada vez mais fogem de seu comportamento enquanto sociedade real para se tornarem outras pessoas no meio virtual.']",160,160,120,160,160,760
48,Carlos Oliveira,"['Promulgada pela ONU  em 1948, a Declaração Universal dos Direitos Humanos garante a todos os indivíduos o direito à saúde e ao bemestar social (dentre outros). Conquanto, alguns dos desafios enfrentados cotidianamente pelo SUS impossibilitam que parte da população desfrute desse direito universal na prática. Nessa perspectiva, tais desafios  devem ser superados de imediato para que uma sociedade integrada seja alcançada.', 'A saúde é um dos fatores principais no desenvolvimento de um país. Hodiernamente , ocupando a nona posição na economia mundial, seria racional acreditar que o Brasil possui um sistema público de saúde eficiente . Contudo, a realidade é justamente o oposto e o resultado desse contraste é claramente refletido nos desafios enfrentados pela saúde pública brasileira. Diante do exposto, urge repensar os investimentos públicos em saúde no Brasil.', 'Faz-se mister, ainda, salientar a presença ou falta de unidades de atendimento em dadas regiões brasileiras como impulso, ao mesmo tempo, dos desafios que o SUS enfrenta e da importância de sua existência. De acordo com Zygmunt Bauman, sociólogo polonês, a falta de solidez nas relações sociais, políticas e econômicas é a característica da ""modernidade líquida"" vivida no século XXI. Diante de tal contexto, governantes precisam romper a barreira que os tranca em brasília e solidificar as relações com o povo brasileiro, a fim de descortinarem a visão de Brasil e de saúde brasileira que possuem, provavelmente formada por aquilo que a mídia revela.', 'Infere-se, portanto, que ainda há entraves para garantir a solidificação de políticas que visem à construção de um mundo melhor. Dessa maneira, urge que o Ministério da Saúde , bem como as Secretarias de Saúde estaduais e municipais, e seus agentes, se entrelacem formando um só corpo, sólido e conciso, capaz de unificar as verbas públicas oriundas de seus respectivos níveis hierárquicos na evolução e manutenção do atendimento de saúde gratuito. Essa articulação extingue as esferas municipais, estaduais e federais em nome de um Sistema Único de Saúde, de fato, capaz de construir os hospitais e unidades necessárias, deslocar médicos e enfermeiros quando necessário, ampliar o número de ambulâncias, criar e reger uma plataforma online de acompanhamento médico dos pacientes, melhorar o atendimento médico por videoconferência em comunidades isoladas, dentre outras ações, confluindo num caixa maior, com maior número de profissionais e relações mais estreitas e integradas da rede SUS por todo o Brasil. Dessa forma, o país poderia superar os desafios de sua saúde pública.']",160,160,120,200,120,760
