id_imagem,lote,texto_referencia,texto_transcrito
22,8,"REDAÇÃO 18 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – DAVI O documentário ""Labirinto"", disponível no YouTube, retrata a saúde mental dos estudantes nas universidades brasileiras e problemas como a falta de suporte psicológico no ambiente escolar. Porém, esse problema não se limita apenas dentro das universidades, estando presente também nas escolas públicas e privadas do fundamental até o ensino médio. Consciente desse fato, é de extrema urgência debater sobre a falta de acompanhamento psicológico e suas consequências.  De acordo com o art. 205 da Constituição Federal de 1988, a educação, visa o desenvolvimento da pessoa, seu preparo para o exercício da cidadania e qualificação. Mas não é possível ter um bom desenvolvimento pessoal, sem um boa saúde mental. Dados da Secretaria da Educação do Estado de São Paulo, identificou que em 2022, 69% dos estudantes da rede estadual, estavam com sintomas relacionados à ansiedade e depressão. Esses números alarmantes, refletem diretamente nos demais Estados, se tornando ainda mais evidente em 2023, com os recentes casos de ameaças dentro das escolas.  No ano de 2015, a Organização Mundial da Saúde (OMS), divulgou estatísticas relacionadas ao índice de morte entre os jovens no Brasil. Entre os adolescentes de 15 a 19 anos, o suicídio, foi um dos principais motivos dessas fatalidades. É inegável o fato de que todas essas mortes, estão vinculadas a falta de acompanhamento psicológico e descaso familiar. Vale ressaltar que, em decorrência disso, também é afetado os níveis de educação no Brasil. O resultado desse problema, é a constância nos índices de: suicídio, analfabetismo e desemprego; já que sem uma boa educação junto a uma boa saúde, não há indivíduos mentalmente preparados, para encarar o mercado de trabalho.  Por fim, para ter uma melhor saúde mental nas escolas, é necessário que o Ministério da Educação em parceria com o Ministério da Saúde, criem centros de atendimentos psicológicos dentro das escolas, utilizando profissionais na área que possam atender e acolher ao máximo todos os alunos, que sofrem com problemas ligados à ansiedade e depressão.",Transcrição mockada para 22
23,8,"REDAÇÃO 19 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – WESLEY No começo de abril deste ano, a Escola de Referência em Ensino Médio (Erem) Ageu Magalhães, no Recife (PE), esteve em destaque na mídia por conta do episódio em que 26 estudantes tiveram que ser socorridos pelo Serviço de Atendimento Móvel de Urgência (Samu) devido a crises de ansiedade na última semana de provas. Pouco mais de um mês depois, outro caso parecido aconteceu na Erem Professor Mardônio de Andrade Lima Coelho, na Bomba do Hemetério, zona norte da capital pernambucana. Mais de 20 estudantes tiveram crise de ansiedade, com falta de ar e crises de choro, e também tiveram que ser atendidos pelo Samu. Infelizmente, esses relatos e episódios, que indicam questões de saúde mental entre estudantes, não ocorrem apenas nas escolas da rede recifense. Em São Paulo, dois em cada três estudantes do Fundamental II e 3o ano do ensino médio relataram sintomas de depressão e ansiedade em um mapeamento realizado pela Secretaria da Educação do Estado de São Paulo e pelo Instituto Ayrton Senna. Além disso, a Secretaria contabilizou 4.021 casos de agressão física nas escolas estaduais paulistas apenas nos dois primeiros meses de aula de 2022 – 48,5% a mais que no mesmo período de 2019, quando ainda estavam em aulas presenciais antes da pandemia. Para especialistas e organizações nacionais e internacionais, o aumento e a recorrência desses casos são consequências do isolamento social e o ensino remoto – que, em grande parte do país, ocorreu de forma precária, sem garantir um vínculo entre estudantes e a escola – que vigoraram nos últimos dois anos por conta da pandemia.",Transcrição mockada para 23
24,8,"REDAÇÃO 20 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – LUIZA De acordo , com a saúde mental ela é essencial para o bem estar de todos como a qualidade de vida de qual quer pessoa , que a escola promova estimulação de desenvolvimento saudável. Portanto , atualmente vemos muitas questõess relacionadas a saúde mental , principalmente entre os jovens. Por isso , é importante que as escolas ss dedique mais aos alunos , promovendo um ambiente adequado e acolhedor. Diante disso , a escola deve investir em desenvolvimentos escolares como ações de incentivo de maneira acolhedora Diante a seus sentimentos e emoções. Portanto , é por precaução realizar conversas , projetos , programas que o tema seja ansiedade , depressão , estresse para a escola ajudar e não ser inferior por tal circunstâncias de motivos alheios . Nesse sentido , a escola pode oferecer serviços ao psicólogo para auxiliar na identificação e tratamento possível aos transtornos mentais dos alunos. Diante disso , os alunos têm que ter a possibilidade de interpretar e identificar esses sinais procurando ajuda ao ser necessário. Portanto , a saúde dos alunos é um assunto de propriedade nas escolas , que a secretária busque informações de incentivo de bem estar emocional e saúde mental , projetos para participar da rotina dos alunos . A escola tem que ser fundamental ao auxiliar o processo do bem estar disponível ao seus alunos.",Transcrição mockada para 24
25,8,"A Saúde Mental é um problema muito constante e muito com-  plexo, pois é um problema muito sério e comum de se ver,  que deve ser tratado com toda atenção possível. Pois leva á  muitas doenças físicas e psicológicas é um problema muito sério  em escolas públicas e até em particulares esses problemas tem e deve  ser tratados com profissionais da area de saúde e bem-  estar.   Pode-se afirmar que nas escolas e universidades, esses pro-  blemas são muito constantes pois não sçao tratados da forma  em que se deve ser, com profissionais adquados que <Rasura>  com o corpo e a mente, pois esses problemas devem ser tratados com  urgência, e podem-se agravar e gerar muitas doencas como: a  depressão, ansiedade, síndrome do pânico e outras mais diver-  sas doenças que podem afetar no humor e desempenho daquela pes-  soa que podem até chegar, á querer cometer um suícidio.   É de conhecimento geral que alguns alunos e pessoas LGBT  sofrem muito mais com isso, segundo o censo LGBT 2020, 54%  dessa população afirma nescessitar de apoio psicológico e 11,74%  dizem sentir solidão, pois esse público são alvos de muitas agressões  e difamações por apenas serem quem são, diferente e fora dos  padrões da sociedade, e por isso são vítimas de diversas for-  mas de agressões.   Muitas das vezes esse problemas de saúde mentais é gerado  na própria escola por causa de pressões nas atividades ansie-  dade com provas e simulados, bullying, dificuldade de socia-  lizar com pessoas, e muitas das vezes por que estuda em esco-  las de tempo integral e passa o dia todo naquela angustia, fora os  casos de violência que pode levar aquelas pessoas com as doenças  de ansiedade e depressão a se-suícidar e até se-doparem de  remédio para tentar amenizar.",Transcrição mockada para 25
26,8,"A saúde mental nas escolas públicas deveria ser  tratada como prioridade já que afeta no  desempenho e  no bem-estar emocional do aluno. Muitos estudantes sofrem  com o bullying, pressão escolar e problemas de  familia com a falta de recursos para ajudá-lo a lidar  com isso, pode haver consequências graves, como: Depressão,  ansiedade ou até mesmo o suicídio.   A principio, o bem-estar emocional dos alunos fica  bastante abalado nas salas de aula por conta de  alguns fatores mal administrados como cobraça  excessiva, falta de motivação, o bullying, entre outros.  O bullying é uma prática de violência fisica e psicoló-  gica, intimação, humilhações, xingamentos e até agressões  fisicas de uma pessoa ou grupo contra um individuo.   Em consequência disso, é possível notar que casos  de transtornos de ansiedade entre alunos vem aumen-  tando bastante. Isso pode prejudicar o estudante de várias  formas, por exemplo: Dificuldade de aprendizado,  desistência, isolamento e suicídio. Uma tragédia como  essa, pode ocorrer com um aluno que está bastante  abalado com problemas familiares, pressão escolar e outros,  e ele buscou esse meio como uma forma de parar com  a dor.   Nota-se, portanto, a necessidade das escolas abordar mais  esses assuntos. Acho necessário ter atendimento psiquiatri-  co, para ajudar os alunos a entender sobra e evitar  acontecimentos piores. A secretária de educação poderia  mandar pelo menos um profissional da área para    cada escola, para o bem dos alunos, professores  e de mais profissionais da escola.",Transcrição mockada para 26
27,8,"Nas escolas públicas, ser saudável mentalmente  é um quesito importante, e que deveria ser tratado como  como uma prioridade, pois, tanto afeta seu desempenho  acadêmico, quanto afeta seu bem-estar emocionada   Porém, a saúde mental ainda é um tema pouco abor-  dado nas escolas. A pressão escolas e acadêmica, o bullying  e os problemas familiares, problemas <Rasura> como esses po-  dem afetar sua saúde mental e o seu bem-estar emo-  cional. Fora que, a falta de conscienntização e recursos  para  ajuda-los a lidos com essa questão que poddem ser  um problema futuramente, problemas estes como transtornos  de ansiedade depressão e/ ou até suicídio.   Dar a atenção e o suporte necessário é um  ótimo começo, ações como, projetos de prevenção contra  o suicidio, <Rasura> um melhor monitoramento dos alunos  par evitar o bullying e na questão dos pais, dar a  atenção necessária para seus filhos.",Transcrição mockada para 27
28,8,"A saúde mental tem un resultado negativo nas  escolas públicas e privadas no Brasil. Alguns desses  problemas estão relacionados aos acontecimentos relacionados  às matérias escolares en tenpo integral e as causas  con relações con problemas de ansiedades e depressão  en casa, que leva causas de estresse e falta de  estudos escolares, que leva aos problemas de Saúde mental.   Por causa de matérias escolares em pontos  estremos, causa certos en pontos en relação  a Sade de alunos, muito lugares en escolas  públicas não ten a ideal ajuda para os alunos,  en casos alguns alunos não consegue fazer as  matérias e concentração nas aulas, muitas vezes  não ten ajuda necessaria para, tendo problemas  relacionados con poucas necessidades pros alunos.  Muito da pressão causada pela falta de ajuda  gera a ansiedade con os alunos, por conta da  pressão de notas não favoraveis para os alunos,  gerando a depressão por notas ou a Timides de  alunos por causa escolar ou pessoal. Muitas vezes  a falta de concentração, medo, ansiedade, ausência dos  alunos. Em casos a escola não consegue entregar a  ajuda para esses alunos e até professores.   Con isso, algumas das causas por conta disso  são causadas pela pressão nos alunos, não conseguindo  conter à ansiedade por causa de matérias en  tenpo <Rasura> en ansiedades por conta dos  tenas que a escola entrega e por fim o medo  de errar ou medo da reprovação da escola e  dos país, assim causando problemas con saúde mental.",Transcrição mockada para 28
29,8,"A saúde mental é um tema cada vez mais relevante na  sociedade atual, é um dos ambientes que merecem maior aten-  ção nesse sentido saõ as escolas públicas. Nesse sentindo a  partir dessa perspectiva é possível destacar a importância  da promoção da saúde mental nesse contexto, bem co-  mo os desafios que envolvem essa tarefa. Dessa forma  a saúde mental pode causar ansiedade e depressão.   Em primeiro lugar, é importante ressaltar que a saúde  mental é um tema. que ainda é pouco descutido nas escolas  públicas.  Muitas vezes, as instituções de ensino têm uma abord-  dagem centrada na educão acadêmica, deixando de lado a  preocupação com o bem-estar emocional dos estuda-  ntes. isso pode levar a probemas como ansiedade, depr-  ressão e estresse, que podem afetar tanto o desempenho  quanto a qualidade de Yeda dos estudantes.   Por outro lado, a <Rasura> saúde mental nas escolas pú-  blicas pode trazer diversos benefícios para a comunidade  escolar com um todo. A partir uma abordagem que valo-  ze o  bem-estar emocional dos estudantes, é posspivel de-  senvolver estratégias que promovam o autocuidado  e a resiliência, ajudando a prevenir problemas de saúde  mental. Além disso, uma escola que valorize a saúde mental  pode ser um ambiente mais acolhedor onde os estudantes se sintan seguros.   Em conclusão, a promoção da saúde mental nas escolas  públicas, é uma questão fundamental para garantir a  <Rasura> qualidade de vida dos estudantes e promo-  ver um ambiente escola mais acolhedor e inclusivo. É  preciso que haja um esforço conjunto de diferentes ator-  es, incluindo a comunidade escolar e as políticas públicas  para que essa tarefa seja realizada de forma efetiva.",Transcrição mockada para 29
3,8,"SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 2º ANO B NOME COMPLETO:* Emanuell Ferreira de Alcântara  A saúde mental é um tema de extrema importância e cada vez mais discutido em nossa sociedade. Na escola, onde passamos grande parte de nosso tempo entre estudos e convivência social, a atenção à saúde mental se torna ainda mais fundamental, especialmente nas escolas públicas. Entre os principais fatores que podem afetar a saúde mental dos alunos estão o ambiente familiar, o bullying, a pressão para resultados acadêmicos e as cobranças por parte dos professores e colegas. Estes e outros fatores podem levar os alunos a apresentarem transtornos mentais como ansiedade, depressão e distúrbios alimentares. É importante que as escolas públicas criem programas que incentivem o cuidado da saúde mental e que ofereçam apoio psicológico aos alunos. A disponibilização de psicólogos e terapeutas nas escolas contribui positivamente para o desenvolvimento emocional dos alunos e para o ambiente escolar como um todo. Portanto, é fundamental que as escolas públicas invistam em programas de promoção da saúde mental, oferecendo apoio profissional e realizando atividades educativas que possam contribuir para a melhoria da qualidade de vida e bem-estar de seus alunos.",Transcrição mockada para 3
30,8,"A Saúde Mental nas escolas públicas as vezes tem muita pressão  em relação as matérias da conta de tudo, e por não entender  o que o professor propos sobre o assunto. Muitas das vezes oca-  sionando notas baixas ou então baixo desempenho de alguns  alunos que também não prestão atenção no que estar propondo  para entender melhor para melhor o desempenho e ter notas altas.  E causando timidez quando tem apresentação em sala de aula.   A pressão em sala de aula nas escolas públicas em tempo  integral acontece por ser muitas matérias e acaba consumindo  todo nosso tempo e além de ter sábado letivo, havendo nem  tempo para ""descansar"". Mandando atividades e nem sempre ter  conclusão por não ter o tempo suficiente para entregar, acabando  tendo exaustão por estudar o dia todo. Acabando consumindo muitas  matérias e não tendo muito desempenho. Ter um melhor descanso é  bom para melhorar o pensamento e melhor desempenho possível.   Nesse contexto podemos afirmar que a timidez nas escolas públicas  acontecem muito pois vários alunos se preocupam com o que os  alunos vão pensar. Isso acaba afetando o psicológico dos alunos  que se sente desconfortável a muitas pessoas e trazendo pensame-  ntos negativos. Podendo ocasionar mal desempenho do aluno em sa-  la de aula, impedindo o indivíduo de responder por vergonha  de errar na frente da sala. A família pode ser importante  para isso, porque o apoio familiar ajuda a acalmar e trazer  segurança, para si mesmo e os outros a sua volta.   Portanto, tudo que vimos até agora, nos mostra que a ti-  midez estar constantemente presente em nossas vidas, variando  de pessoa para pessoa, na forma de agir, pensar, atuar e se  enturmar com outras pessoas e lidar com elas no seu dia  a dia. Combater a timidez não é fácil, mas se colocar em  prática, você conseguirá ter sua própria evolução em sua vida.",Transcrição mockada para 30
31,8,"A Falta de ""Saúde Mental"" está constantemente presente nas escolas públi-  cas, ocasionando ""pressão"" em cima dos alunos, que não conseguem se concentrar  e muito menos entender o que foi proposto pelo professor m sala de aula, A  ausencia do entendimento do Assunto, comantarios é até mesmo notas baxas, tornam  um problema maior de ""baixa autoestima"", que formado pela mentalidade de cada pe-  ssoa, pode trazer ao individuo pensamentos negativos e Suicídios, impedindo os Alu-  nos de conseguir manter a calma e focar em seus objetivos enquanto aluno público.   A pressão em escolas publicas é muito maior do que imaginamos, principalmente quan-  do se tratam de escolas de tempo integral, onde a carga horária é maior, os lan-  ches nçao Satisfazem, e os professores ainda mandam atividades para casa com men-  os tempo para conclusão da mesma, complicando o desempenho dos alunos, por fal-  ta de descanso, e exaustão geral por todo o corpo, isso pode trazer sequelas inrrepa-  raveis sendo elas fisicamente ou mentalmente, o descanso é necessario para melhor desempenho  dos seus pensamentos e da sua ideologia em sala de aula, onde a pressão colocada  pelos professores, concerteza é maior.   Nesse contexto podemos afirmar que a Saúde Mental nas escolas, afetam a autoestima  dos alunos, que se sentem inferiores, por conta de comentarios maldosos, brincadeiras de mau  gosto, discriminação racial por falta de apoio e ajuda psicologica, pois o estado não  oferece o apoio necessario de um profissional para ajudar os alunos que sofrem consta-  ntemente por falta do apoio escolar e familiar, ausente na vida do individuo em que-  stão, que se sente oprimido pelas desvantagens e pancadas recebidas.   Portanto, O estado pode oferecer palestras, para os alunos de escola pública, ofe-  recendo formas para que os alunos, não sofram pressão psicologica. com a ajuda de um  profissional preparado e capacitados para ajudar em questoes sérias, que a escola não  pode lidar, comunicando aos pais, aconselhando-os a ser mais presentes nas vidas de  seus filhos, dentro e fora da escola, a ajuda familiar é extremamente importante no  apoio mental das crianças e adolescentes quando mais precisam, e confortar sobre seus pen-  samentos, não se importar com opiniões alheias, apenas acredite em si.",Transcrição mockada para 31
32,8,"Muito se tem discutido, recentemente, a cerca da saúde  mental nas escola especificamente públicas. Dados da  OMS (Organização Mundial da Saúde), revelam um índice  crescente de instabilidade emocional entre adolescentes e cria-  anças de escola pública. As principais consequências  dessa problemática são doenças emocionais e afe-  tar a vida pessoal como um todo.   Primordialmente, é importante enfatizar a gravidade  que esse problema pode causar. No universo distópico  ""O teste"", são apresentados desafios <Rasura> que os par-  ticipantes terão que cumprir para entrar na universida-  de. Todos se cobraram tanto para tirar notas altas que,  por causa dessa pressão, muitos cometeram suicídio com-  parando essa distopia com a realidade é visto que não  há tanta diferença   Continuamente, essa pressão criada sobre os estu-d  dantes pode levá-los a doenças emocionais como a de-  pressão e a ansiedade. Essas adiversidades não só a-  trapalha o desempenho na escola mas também a vi-  da pessoal. A depressão é comumente encontrada nessas  situações, afetando a vida da pessoa como um todo. Nis-  so, assim como no contexto literário, a depressão  pode levar o individuo a cometer suicídio.   Destarte, para que consequências drásticas como es-  sas parem de ocorrer, o ministério da educação junto  com o governo responsável devem implementar piscólo-  gos em todas as escolas públicas para auxiliar e  incentivar as crianças a cuidarem de suas saú-  des mentais. Com isso, poderemos fazer com que essa  realidade fique apenas em livros distópicos.",Transcrição mockada para 32
33,8,"No canal ""Nossa Mundo PSI"", a neuropsicologa Thalita  Fernandes, e a professora Nicole Fontes Lima, fala sobre a  saúde Mental nas Escolas. Nesse sentido, vemos como  a saúde mental dos alunos da Escolas públicas e parti-  culares deve ser tratadas como uma prioridade, pois afeta  diretamente no desempenho acadêmico e no bem estar emocional.   Nesse contexto, é importante destacar que o bem estar  emocional dos estudantes é essencial para que tenham um  bom rendimento escolar. Segundo o pensador Carlos Alberto Hang,  ""A saúde mental de crinças e adolescentes melhora  o aprendizado escolar, a estabilidade psicológica e emoci-  onal"". Isso se relaciona com alunos que estão tendo dificulda-  de no ambiente escolar, e por não ter o amparo devido na escola  ou na família, acaba se isolando, tendo depressão ou ate caso mais  grave como suícidio.   Diante desse cenário, ressalta-se, de inicio, que o emocional  dos alunos é um problema nas escolas. De acordo com a pesquisa  da Organização Mundial da Saúde (OMS) quase um bilhão de  pessoas incluindo 14% dos adolescentes do mundo viviam  com um transtorno mental. Desse modo é de grande relevan-  cia trazer o tema saúde mental nas escolas, pois ajuda a  trazer naturalidade para um assunto tão presente na vida  dos estudante.   Portanto, faz-se necessária uma intervenção para isso, a  mídia de massa deve criar um programa sobre Saúde  Mental nas escolas públicas. Por meio de entrevista com  profissionais da área, a fim de reverte a má influência  mediática que divulgada por influenciadores digitais  e por jovens para que chegue a mais pessoas.",Transcrição mockada para 33
4,8,"REDAÇÃO 02 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – MARIA JOSÉ A saúde mental é uma questão cada vez mais presente na sociedade atual. Estudos mostram que o estresse e a ansiedade são problemas crescentes entre os jovens, e isso pode afetar significativamente o seu desempenho acadêmico e a sua qualidade de vida. Por isso, é essencial que a saúde mental seja uma prioridade nas escolas públicas. Primeiramente, é importante destacar a necessidade de uma equipe multidisciplinar nas escolas públicas, com profissionais especializados em psicologia, psiquiatria e assistência social. Esses profissionais podem identificar problemas de saúde mental nos alunos e fornecer tratamento adequado. Além disso, eles podem oferecer apoio emocional a alunos e familiares em situações de crise. Outra medida importante é o estabelecimento de espaços adequados para a prática de atividades físicas e de lazer, como quadras esportivas e áreas verdes. A prática de exercícios físicos é fundamental para a saúde mental e pode ajudar a reduzir os níveis de estresse e ansiedade. Também é essencial que as escolas promovam ações de conscientização sobre saúde mental, como palestras, campanhas e atividades educativas. Por tanto, a saúde mental nas escolas públicas deve ser uma prioridade. É preciso investir em profissionais especializados, espaços adequados, ações de conscientização e um ambiente acolhedor e seguro para os alunos. Dessa forma, podemos ajudar a garantir que os jovens tenham um desenvolvimento saudável e um futuro promissor.",Transcrição mockada para 4
5,8,"SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 2º ANO B NOME COMPLETO:* Maria Júlia Bezerra da Rocha   Na pandemia do Covid-19,na rotina dos estudantes, a pressão escolar se tornou muito maior, podendo causar mais estresse e ansiedade e os estudantes se cobrando cada vez mais . As mudanças q tiveram que acontecer no processo de ensino e aprendizagem comprometeram não apenas a qualidade do ensino mas tbm os riscos de desajustes mentais. Todo esse processo gerou um sofrimento psíquico e terminou contribuindo para o desenvolvimento de sintomas que colocaram em xeque a estabilidade emocional dos estudantes. Como por exemplo a irritabilidade, insônia, mau humor, desinteresse pela escola e problemas de concentração. As aulas remotas causaram maior pressão escolar porque além da dificuldade o estudante estava sujeito a se responsabilizar pelo seu próprio aprendizado , em meio a isso os estudantes acabaram sofrendo uma sobrecarga enorme, tornando-se mais vulneráveis à depressão, aos sentimentos de frustração e ao esgotamento mental, muitos até deixaram de estudar por não conseguir ter acesso a o novo meio de aprendizado (pela Internet), e tbm por não conseguirem acompanhar/aprender. em meio ao q fo dito, podemos vê que muitos estudantes foram afetados, e ainda sim depois da pandemia muitos ainda tem essa pressão psicológica, diante disso as escolas poderiam desenvolver encontros através de palestras e conversas, ter um profissional da área, haver projetos onde os estudantes pudessem se expressar e até falar sobre o assunto.",Transcrição mockada para 5
6,8,"REDAÇÃO 03 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – ELLAYNE É de conhecimento geral que há uma epidemia de depressão e ansiedade nas escolas entre o fundamental e ensino médio. São causadas pela pressão do dia, exaustão e cobranças. Elas afetam a saúde mental assim afetando o psicológico e a rotina dos estudantes. promover a saúde mental é de estrema importância para os estudantes. Com base nisso é visível os problemas se saúde mental dos estudantes, esses problemas são causados pela fragilidade mental dos adolescentes em relação a escola, causando traumas psicológicos, ansiedade e depressão, uma sensação de estrema pressão social e tristeza. A importância da saúde mental para os estudantes de escola pública é de grande preocupação, nn encontramos recursos para amenizar ou resolver a problemática nas escolas. É importante para o aprendizado e desenvolvimento humano, e assim se faz necessário a saúde mental. Portanto é de grande necessidade o envolvimento do ministério de educação para construção de trabalhos voluntários, palestras e desenvolvimentos fundamentais como, acompanhamento de psicólogo nas escolas, assim dando suporte para os alunos  conseguir obter saúde mente e assim melhorar suas condições de estudo.",Transcrição mockada para 6
7,8,"SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 2º ANO B NOME COMPLETO:* Ana Clara Oliveira Santos   Foram abordados nessa redação a real situação a saúde mental dos alunos nas escolas públicas. Tendo em vista todos esses assuntos, procuramos entender melhor de como isso é possível de acontecer e como a escola influencia nisso.  Saúde mental: Uma pesquisa feita pela Secretaria da Educação do estado de São Paulo identificou que 69% dos estudantes da rede estadual paulista, tem sintomas oficialmente ligados à depressão e ansiedade. Na pesquisa eles não dão as causas desses problemas, mas eles acreditam que toda essa porcentagem, estejam ligada ao pós-pandemia, e já outros acreditam que pode ser que a pandemia apenas agravou uma tendência que já se vinha se desenvolvendo muito antes. Como vimos a Saúde mental ela vem sendo afetada não só dentro das escolas públicas, mas sim dentro do seu próprio ambiente. Tendo em vista os assuntos de que forma a Secretaria da Educação poderia ajudar nisso.  Com todo esse percurso, ainda há quem critique a capacidade de as pessoas serem “produtivas”, “úteis” ou “funcionais” na sociedade, sem que se considere, efetivamente, seu bem-estar psíquico. A escola é um dispositivo de poder, uma máquina de repressão, que pune a diferença e premia a homogeneidade. Em vez de ser um espaço de acolhimento e emancipação, a escola pública seria, ela mesma, um agente da patologização da diversidade, de homogeneização cultural, de apagamento e silenciamento das diferenças.  Conclui-se que a saúde mental ela pode ser afetada dentro das escolas, dentro do seu ambiente, dentro de problema vindo da sociedade, e que A saúde é direito de todos e dever do estado, garantido mediante políticas sociais e econômicas que visem a redução do risco de doenças e de outros agravos e ao acesso universal.",Transcrição mockada para 7
8,8,"REDAÇÃO 04 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – KAYKE Quando se fala em depressão e ansiedade, são ""doenças"" quase que incuráveis, os sintomas são extremamentes preocupantes, principalmente com pessoas que nós conhecemos. Quem sofre com isso e também são os estudantes, uns ate pensão que, a escola e um dos fatores que agrega nos sintomas, mas ninguém sabe ao certo, são muitos fatores que podem causar depressão e ansiedade, mas as escola em geral podem ajudar de alguma forma o seus alunos.  Diante disso, para ajudar na saúde mental dos estudantes ocorre com a educação, que permite a adoção de estilos de vida saudáveis e o desenvolvimento de aptidões e capacidades individuais. Alguma disciplinas já ajudam na questão de saúde mental, porém o desenvolvimento da autoestima, da autoconsciência e da autonomia pessoal nem sempre são práticas que encontram lugar no ambiente escolar, que parece privilegiar habilidades cognitivas em detrimento de competências socioemocionais. Um dos possíveis desenvolvimentos do tema seria exatamente investigar a relação entre saúde mental dos alunos e o formato que a escola e o ensino público têm hoje.  Entretanto, Um mapeamento feito, em 2022, pela Secretaria da Educação do Estado de São Paulo, em parceria com o Instituto Ayrton Senna, identificou que 69% dos estudantes da rede estadual paulista relatavam ter sintomas ligados à depressão e à ansiedade. o termo “saúde mental” vem frequentemente relacionado à ideia de “transtornos mentais”. O sofrimento psíquico seria produto não dos transtornos, mas da tentativa (frustrada) de superá-los. A escola pública, como instituição social, é exatamente um dos instrumentos de afirmação e disseminação dos valores e convenções sociais e, nesse sentido, é um agente da normose. Em vez de ser um espaço de acolhimento e emancipação, a escola pública seria, ela mesma, um agente da patologização da diversidade, de homogeneização cultural, de apagamento e silenciamento das diferenças.  Sendo assim, não só as escolas podem ajudar na saúde mental dos estudantes, a educação começa em casa, a escola também educa, mas só uma parte. Com as escolas dando mais atenção a situação mental dos seus alunos, ajuda a combater a um dos fatores que causa a depressão e ansiedade. A saúde é direito de todos e dever do estado, garantido mediante políticas sociais e econômicas que visem a redução do risco de doenças e de outros agravos e ao acesso universal e igualitário às ações e serviços para a sua promoção, proteção e recuperação.",Transcrição mockada para 8
9,8,"REDAÇÃO 05 – SAÚDE MENTAL – EE SALETE GUSMÃO – PROFESSORA ELIENAI – 3º C – HENRIQUE A saúde mental é de suma importância em todas as áreas da vida, incluindo o desenvolvimento acadêmico. Nas escolas públicas, a saúde mental desempenha um papel ainda mais crucial, já que muitos alunos podem enfrentar problemas sociais, acadêmicos, familiares, emocionais e socioeconômicos. A falta de recursos e problemas familiares, entre outros fatores, pode contribuir para problemas emocionais como estresse, ansiedade e depressão. A carência de inclusão também é um problema grave que pode acarretar no surgimento desses problemas. Segundo a Pesquisa Nacional de Saúde do Escolar (PeNSE) realizada em 2019, juntamente com o Instituto Brasileiro de Geografia e Estatística (IBGE), o percentual de escolares de 13 a 17 anos sem nenhum amigo próximo foi de 4,0%. O filme ""A Onda"" aborda questões relacionadas à psicologia social e ao comportamento de grupo, mostrando como as pessoas podem ser facilmente influenciadas e manipuladas quando estão em uma atmosfera de grupo. Isso é relevante para a saúde mental nas escolas, pois a pressão dos colegas e a necessidade de pertencer a um grupo podem levar a comportamentos destrutivos e prejudicar o bem-estar emocional dos alunos. Além disso, o filme destaca a importância da educação e da responsabilidade dos professores em relação à saúde mental dos alunos. Infelizmente, a violência extrema nas escolas é cada vez mais comum em todo o mundo, o que é um reflexo da necessidade de abordar a saúde mental nas escolas. Muitas vezes, esses casos são resultados de problemas de saúde mental não tratados ou mal gerenciados. Ao oferecer serviços de saúde mental, as escolas públicas podem identificar e tratar precocemente problemas de saúde mental em estudantes que podem estar em risco de causar ou sofrer violência. Além disso, a educação e a conscientização sobre saúde mental podem ajudar os estudantes a gerenciar suas emoções e comportamentos, bem como identificar sinais de alerta em seus colegas. É importante lembrar que a preocupação com a saúde mental não deve ser apenas responsabilidade da escola, mas da sociedade em geral, que deve se mobilizar para abordar e combater os estigmas e desafios que envolvem a saúde mental, a fim de criar uma cultura de prevenção e cuidado com a saúde mental. A sociedade pode enfrentar esses desafios investindo em políticas públicas que promovam o acesso à saúde mental. Por isso, é crucial que as escolas públicas ofereçam serviços de saúde mental aos estudantes para identificar precocemente os sinais de problemas de saúde mental e oferecer intervenções adequadas. Profissionais de saúde mental, como psicólogos e psiquiatras, podem ajudar a identificar e tratar problemas de saúde mental em estudantes que podem estar em risco de causar ou sofrer violência. Um ambiente escolar seguro.",Transcrição mockada para 9
